announcement_date,donor,aid_type_general,aid_type_specific,explanation,reporting_currency,source_reported_value,classified_category,date
2022-02-26,Slovenia,Humanitarian,Equipment,"Material assistance worth 163,000 EUR, consisting mostly of medical equipment. The aid package falls within the framework of the EU Civil Protection Mechanism (UCPM). Our dataset previously did not include the 1.1 million EUR aid package dispatched to the International Committee of the Red Cross (ICRC - 100,000 EUR), to the United Nations Office for the Coordination of Humanitarian Affairs (UN OCHA - 400,000 EUR), to the United Nations High Commissioner for Refugees (UNHCR - 400,000 EUR) and to Caritas Internationalis (200,000 EUR), since it was not considered as direct donations to Ukraine. Now we report them in the entries below.",EUR,163000.0,Financial & Economic Aid,2022-02-26
2022-02-26,Spain,Humanitarian,Equipment,"Spain's Ministry of Foreign Affairs sent 20 tons of personal protective equipment and medical supplies worth 150,000 EUR (masks; gloves; medical protection suits; helmets; flak jackets; NBC protection waistcoats). The assistance falls within the framework of the EU Civil Protection Mechanism (UCPM). This mechanism organizes logistics for donations and covers some of the transportation cost. Thus, we do not include the 10,000 EUR spent in transport, cited by ""Source of Aid 1"", since this expense is covered by the EU Civil Protection Mechanism.",EUR,150000.0,Financial & Economic Aid,2022-02-26
2022-02-26,Slovenia,Humanitarian,Equipment,"Material assistance worth 163,000 EUR, consisting mostly of medical equipment. The aid package falls within the framework of the EU Civil Protection Mechanism (UCPM). Our dataset previously did not include the 1.1 million EUR aid package dispatched to the International Committee of the Red Cross (ICRC - 100,000 EUR), to the United Nations Office for the Coordination of Humanitarian Affairs (UN OCHA - 400,000 EUR), to the United Nations High Commissioner for Refugees (UNHCR - 400,000 EUR) and to Caritas Internationalis (200,000 EUR), since it was not considered as direct donations to Ukraine. Now we report them in the entries below.",EUR,163000.0,Financial & Economic Aid,2022-02-26
2022-02-26,Slovenia,Humanitarian,Equipment,"Material assistance worth 163,000 EUR, consisting mostly of medical equipment. The aid package falls within the framework of the EU Civil Protection Mechanism (UCPM). Our dataset previously did not include the 1.1 million EUR aid package dispatched to the International Committee of the Red Cross (ICRC - 100,000 EUR), to the United Nations Office for the Coordination of Humanitarian Affairs (UN OCHA - 400,000 EUR), to the United Nations High Commissioner for Refugees (UNHCR - 400,000 EUR) and to Caritas Internationalis (200,000 EUR), since it was not considered as direct donations to Ukraine. Now we report them in the entries below.",EUR,163000.0,Financial & Economic Aid,2022-02-26
2022-02-26,Slovenia,Humanitarian,Equipment,"Material assistance worth 163,000 EUR, consisting mostly of medical equipment. The aid package falls within the framework of the EU Civil Protection Mechanism (UCPM). Our dataset previously did not include the 1.1 million EUR aid package dispatched to the International Committee of the Red Cross (ICRC - 100,000 EUR), to the United Nations Office for the Coordination of Humanitarian Affairs (UN OCHA - 400,000 EUR), to the United Nations High Commissioner for Refugees (UNHCR - 400,000 EUR) and to Caritas Internationalis (200,000 EUR), since it was not considered as direct donations to Ukraine. Now we report them in the entries below.",EUR,163000.0,Financial & Economic Aid,2022-02-26
2022-02-26,Slovenia,Humanitarian,Equipment,"Contribution to the United Nations Office for the Coordination of Humanitarian Affairs (UN OCHA - 400,000 EUR), 200,000 of which is to the Ukraine Humanitarian Fund, according to the Financial Tracking Service of UN OCHA and the rest to the OCHA itself for coordinating tasks",EUR,400000.0,Financial & Economic Aid,2022-02-26
2022-02-26,Slovenia,Humanitarian,Equipment,"Contribution to the United Nations High Commissioner for Refugees (UNHCR - 400,000 EUR)",EUR,400000.0,Financial & Economic Aid,2022-02-26
2022-02-26,Slovenia,Humanitarian,Equipment,"Contribution to Caritas Internationalis (200,000 EUR)",EUR,200000.0,Financial & Economic Aid,2022-02-26
2022-02-26,Slovenia,Humanitarian,Equipment,"Material assistance worth 163,000 EUR, consisting mostly of medical equipment. The aid package falls within the framework of the EU Civil Protection Mechanism (UCPM). Our dataset previously did not include the 1.1 million EUR aid package dispatched to the International Committee of the Red Cross (ICRC - 100,000 EUR), to the United Nations Office for the Coordination of Humanitarian Affairs (UN OCHA - 400,000 EUR), to the United Nations High Commissioner for Refugees (UNHCR - 400,000 EUR) and to Caritas Internationalis (200,000 EUR), since it was not considered as direct donations to Ukraine. Now we report them in the entries below.",EUR,163000.0,Financial & Economic Aid,2022-02-26
2022-02-26,Slovakia,Military,Equipment,"Unknown number of liters of fuel and rounds of ammunitions, for a total value of 11 million EUR.",EUR,11000000.0,Ammunition & Explosives,2022-02-26
2022-02-27,Italy,Financial,Grant,Grant worth 110 million EUR.,EUR,110000000.0,Financial & Economic Aid,2022-02-27
2022-02-27,Japan,Humanitarian,Assistance,"Decided on in February 27, disbursed On March 11, the Government of Japan decided to extend 100 million US dollars in emergency humanitarian assistance to assist the people of Ukraine who are facing hardship in Ukraine and neighboring countries. $59.3 million are allocated directly to Ukraine, which is the amount we report here.",USD,59300000.0,Financial & Economic Aid,2022-02-27
2022-02-27,Finland,Military,Weapons and equipment,"According to ""Source of Aid 2"", the Ministry of Defense stated that the total value of military support that Finland sent to Ukraine until May 4 amounts to 29.3 million EUR. We document four announcements from the Ministry of Defense until this date. This sum includes two packages from February 27 and 28 (where information on the content of the shipment was provided). The two further announcements, from March 24 and April 19, include no further information regarding the content or value of the shipment. Note that ""Source of Aid 3"" from the package announced on February 27 also lists aid from Sweden (5,000 anti-tank weapons, 5,000 helmets, 5,000 body armors and 135,000 field rations), reported in SEM1, and a package of 500 million EUR from the European Union, reported in EUM1. According to the Source of Delivery, Finland delivered military aid worth 160 million EUR, which includes donation IDs FIM1, FIM3, FIM4, FIM7.",EUR,29300000.0,Ground Combat,2022-02-27
2022-02-27,Czechia,Military,Equipment,"Lethal and non-lethal items, worth 400 million CZK. ""Source of Aid 3"" speaks of 188 million CZK, reported in CZM2.",CZK,400000000.0,Financial & Economic Aid,2022-02-27
2022-02-27,Czechia,Military,Weapons,"Lethal and non-lethal items, worth 400 million CZK. ""Source of Aid 3"" speaks of 188 million CZK, reported in CZM2.",CZK,400000000.0,Financial & Economic Aid,2022-02-27
2022-02-27,Sweden,Military,Weapons and equipment,"5,000 anti-tank weapons, 5,000 helmets, 5,000 body shields and 135,000 field rations of a value of 400 million SEK. ""Source of Aid 1"" also lists the 500 million SEK assistance to the Ukranian army reported in SEM2, and the 500 million SEK humanitarian assistance reported in SEH3.",SEK,400000000.0,Ground Combat,2022-02-27
2022-02-27,Slovenia,Humanitarian,Contribution,Humanitarian contribution of 100.000 EUR to the International Committee of the Red Cross in Ukraine. ,EUR,100000.0,Financial & Economic Aid,2022-02-27
2022-02-27,Sweden,Military,Weapons and equipment,"5,000 anti-tank weapons, 5,000 helmets, 5,000 body shields and 135,000 field rations of a value of 400 million SEK. ""Source of Aid 1"" also lists the 500 million SEK assistance to the Ukranian army reported in SEM2, and the 500 million SEK humanitarian assistance reported in SEH3.",SEK,400000000.0,Ground Combat,2022-02-27
2022-02-27,Finland,Military,Weapons and equipment,"According to ""Source of Aid 2"", the Ministry of Defense stated that the total value of military support that Finland sent to Ukraine until May 4 amounts to 29.3 million EUR. We document four announcements from the Ministry of Defense until this date. This sum includes two packages from February 27 and 28 (where information on the content of the shipment was provided). The two further announcements, from March 24 and April 19, include no further information regarding the content or value of the shipment. Note that ""Source of Aid 3"" from the package announced on February 27 also lists aid from Sweden (5,000 anti-tank weapons, 5,000 helmets, 5,000 body armors and 135,000 field rations), reported in SEM1, and a package of 500 million EUR from the European Union, reported in EUM1. According to the Source of Delivery, Finland delivered military aid worth 160 million EUR, which includes donation IDs FIM1, FIM3, FIM4, FIM7.",EUR,29300000.0,Ground Combat,2022-02-27
