activity_id,announcement_date,donor,explanation,reporting_currency,measure,source_reported_value_EUR
DKH1,2022-03-01,Denmark,"DKK 100 million has been allocated to Danish and international organizations through an immediate disbursement fund, where Danish organizations that have a strategic partnership with the Ministry of Foreign Affairs of Denmark can obtain funding for their own or international partners’ work in Ukraine and neighboring countries. Source of aid 3 lists organizations through which funds will be disbursed.


",DKK,Allocation,13000000.0
DKH2,2022-03-01,Denmark,"Denmark is to provide humanitarian aid to Ukraine via the UN’s funds. Among these are DKK 30 million to the UN’s Country-based Pooled Funds, which we report here; DKK 25 million to the UNHCR for the protection of internally displaced persons in Ukraine and addressing their urgent needs; DKK 25 million to UNICEF for the protection of children, education in crisis situations, health and water. We do not count DKK 25 million to UNHCR for Moldovan government.",DKK,Allocation,3900000.0
DKH3,2022-03-01,Denmark,"Denmark is to provide humanitarian aid to Ukraine via the UN’s funds. Among these are DKK 30 million to the UN’s Country-based Pooled Funds; DKK 25 million to the UNHCR for the protection of internally displaced persons in Ukraine and addressing their urgent needs, which we report here; DKK 25 million to UNICEF for the protection of children, education in crisis situations, health and water. We do not count DKK 25 million to UNHCR for Moldovan government.",DKK,Allocation,3250000.0
DKH4,2022-03-01,Denmark,"Denmark is to provide humanitarian aid to Ukraine via the UN’s funds. Among these are DKK 30 million to the UN’s Country-based Pooled Funds; DKK 25 million to the UNHCR for the protection of internally displaced persons in Ukraine and addressing their urgent needs; DKK 25 million to UNICEF for the protection of children, education in crisis situations, health and water, which we count here. We do not count DKK 25 million to UNHCR for Moldovan government.",DKK,Allocation,3250000.0
DKH6,2022-03-01,Denmark,"Construction of a civilian mobile hospital. The operation is coordinated by the Danish Emergency Management Facility. For the further amounts reported in ""Source of Aid 1"", see explanation in DKH1. We consider this aid package to have been pledged entirely in March for Analysis of aid over time purposes.",DKK,Allocation,2600000.0
DKH7,2022-03-01,Denmark,"Fund of 10 million DKK to finance Danish civil society organizations working in Ukraine. The aid focuses on protection, food and emergency shelter. For an explanation about additional amounts reported in ""Source of Aid 1"", refer to DKH1. We consider this aid package to have been pledged entirely in March for Analysis of aid over time purposes.",DKK,Allocation,1300000.0
DKH8,2022-03-01,Denmark,"Drugs and medical equipment for Ukraine and neighboring countries, aimed at assisting Ukrainian refugees. For an explanation about additional amounts reported in ""Source of Aid 1"", refer to DKH1. Source of Aid 2 reports this as Health related donations. ",DKK,Allocation,6500000.0
DKH9,2022-03-01,Denmark,"Drugs, as a response to a request made by Ukraine through the EU's Crisis Response Team (HERA). For an explanation about additional amounts reported in ""Source of Aid 1"", refer to DKH1. Source of Aid 2 reports these as Health related donations.",DKK,Allocation,6500000.0
BEH1,2022-03-01,Belgium,"Belgium announced to send medical ressources amounting to 3.4 million EUR. The aid falls within the framework of the EU Civil Protection Mechanism (UCPM). The package includes on top of the items listed to the right also anaesthetics, muscle relaxants and painkillers. ",EUR,Allocation,3400000.0
DKH5,2022-03-01,Denmark,"Cars, generators and more. The operation is coordinated by the Danish Emergency Management Facility. Note that the total sum of 668 million DKK reported in ""Source of Aid 1"" can be divided into 8 million DKK, 20 million DKK (DKH2), 10 million DKK (DKH3), 50 million DKK (DKH4), 50 million DKK (DKH5) and 140 million DKK (DKH6). Additionally, the package consisting of 150 million DKK directed to the World Bank corresponds to the Danish share of 20 million EUR reported in DKF1. We do not consider the remaining packages cited in the source, since they all represent flows going to international organizations: 105 million DKK to UN organizations (UNHCR, OCHA, UNICEF), 115 million DKK to Danish and International organizations and 20 million DKK to the International Red Cross. We consider this aid package to have been pledged entirely in March for Analysis of aid over time purposes.",DKK,Allocation,1040000.0
NLH3,2022-03-02,Netherlands,"Medical supplies and equipment. Source of Aid 2 also mentions donations from the private sector, which are not included in our dataset, since they are no a sovereign-to-sovereign flow.",USD,Allocation,1872369.0
BEH2,2022-03-02,Belgium,"Emergency shelter material adapted to cold climate conditions, such as tents, blankets and sanitary kits. The aid falls within the framework of the EU Civil Protection Mechanism (UCPM). ",EUR,Allocation,230000.0
ESM1,2022-03-02,Spain,"Lethal weapons, including 1,370 anti-tank grenade launchers, 700,000 rifles and an undisclosed number of machine-gun rounds and light machine guns.",USD,Allocation,26035350.0
SKM4,2022-03-03,Slovakia,Lethal weapons and military equipment worth 32.2 million EUR. ,EUR,Allocation,32200000.0
PLF2,2022-03-03,Poland,30 million PLN donated by the BGK Polish Development Bank.,PLN,Allocation,6300000.0
FIH2,2022-03-03,Finland,"EU Civil Protection Mechanism aid on March 3, 2022: The Finnish Ministry of the Interior has provided a long list of humanitarian goods to Ukraine (Source of Aid 1). ",USD,Allocation,18772.0
ISH4,2022-03-03,Iceland,"According to Source of Aid 1, Iceland announced additional humanitarian aid contributions totaling 145 million ISK. The donation is divided between three partners of the Icelandic government: the Icelandic Red Cross - 45 million, the United Nations Population Fund (UNFPA) – 50 million, and the United Nations Children's Fund (UNICEF) – 50 million. We do not contribute to the Icelandic Red Cross. Here, we report donations to UNFPA. ",ISK,Allocation,340000.0
ISH5,2022-03-03,Iceland,"According to Source of Aid 1, Iceland announced additional humanitarian aid contributions totaling 145 million ISK. The donation is divided between three partners of the Icelandic government: the Icelandic Red Cross - 45 million, the United Nations Population Fund (UNFPA) – 50 million, and the United Nations Children's Fund (UNICEF) – 50 million. We do not contribute to the Icelandic Red Cross. Here, we report donations to UNICEF. ",ISK,Allocation,340000.0
CAM10,2022-03-03,Canada,"Grant amounting to 1 million CAD, which can be used for the purchase of commercial satellite high resolution and modern imagery. ""Source of Aid 1"" lists a shipment of 4500 M72 rocket launchers as well as 7500 hand grenades, these are included in aid package CAM5, 25 million CAD in non-lethal weapons, reported in CAM4 and lethal and non-lethal equipment reported in CAM3. According to the Overview page for Canadian military aid (Source for Delivery), this aid has been delivered.",CAD,Allocation,700000.0
CAM9,2022-03-03,Canada,"Lethal items, such as M72 rocket launchers and hand grenades. ""Source of Aid 1"" lists 25 million USD in non-lethal weapons, reported in CAM4, 1 million USD for satellite imaging reported in CAM6 and lethal and non-lethal equipment reported in CAM3. Source of aid 4 specified the value of the package. According to the Overview page for Canadian military aid (Source for Delivery), this aid has been delivered, with the same number of units as originally pledged.",CAD,Allocation,4900000.0
PTH1,2022-03-04,Portugal,"Portugal has sent a medical aid package, comprising 204,000 units of medicines, including antibiotics, pain medicines, hydration serums, syringes and needles, among other products. This aid package belongs to the EU Civil Protection Mechanism.",EUR,Allocation,100000.0
CZH2,2022-03-04,Czechia,"Medical supplies. ""Source of Aid 1"" mentions additional 10 million in tied cash assistance. This is reported in CZH2. ",CZK,Allocation,4536000.0
JPM1,2022-03-04,Japan,"Military basic supplies such as bulletproof vests, helmets, power generators and food. According to ""Source of Aid 1"", this was enacted officially on March 8. Source of Aid 4 lists 110000 provided food rations, out of which 100000 are intended for Ukraine. ",USD,Allocation,2046000.0
EIF1,2022-03-04,European Investment Bank,"The EIB, provided with an external lending mandate, has prepared an emergency solidarity package for Ukraine with the provision of 668 million EUR in immediate liquidity assistance to the Ukrainian authorities an. ""Source of Aid 3"" speaks of initial EUR700 million liquidity assistance, from which we only include EUR668 million since this amount went to Ukraine directly. ",EUR,Allocation,668000000.0
